adamlink_uri;preflabel;wikidata;bag_uri;since_min;since_max;until_min;until_max
https://adamlink.nl/geo/street/a-reitsmakade/2;"A. Reitsmakade";http://www.wikidata.org/entity/Q18926569;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002024;1997;1997;0;0
https://adamlink.nl/geo/street/aa-de-lannoywillemsstraat/3;"A.A. de Lannoy-Willemsstraat";http://www.wikidata.org/entity/Q18926617;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001467;1996;1996;0;0
https://adamlink.nl/geo/street/aah-struijckenkade/6;"A.A.H. Struijckenkade";http://www.wikidata.org/entity/Q18926622;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002619;1954;1954;0;0
https://adamlink.nl/geo/street/aj-koejemansstraat/76;"A.J. Koejemansstraat";http://www.wikidata.org/entity/Q18926740;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001638;1989;1989;0;0
https://adamlink.nl/geo/street/aj-krophollerstraat/77;"A.J. Krophollerstraat";http://www.wikidata.org/entity/Q18926744;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001133;1997;1997;0;0
https://adamlink.nl/geo/street/am-de-jongstraat/122;"A.M. de Jongstraat";http://www.wikidata.org/entity/Q18926799;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002620;1953;1953;0;0
https://adamlink.nl/geo/street/am-van-schurmanhof/9330;"A.M. van Schurmanhof";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011952180;2021;2021;0;0
https://adamlink.nl/geo/street/as-onderwijzerhof/236;"A.S. Onderwijzerhof";http://www.wikidata.org/entity/Q12013235;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005801;1984;1984;0;0
https://adamlink.nl/geo/street/aw-grootehof/253;"A.W. Grootehof";;;1959;1959;2005;2010
https://adamlink.nl/geo/street/aaf-bouberstraat/4;"Aaf Bouberstraat";http://www.wikidata.org/entity/Q18926866;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005731;1983;1983;0;0
https://adamlink.nl/geo/street/aagtdorperpad/5;Aagtdorperpad;http://www.wikidata.org/entity/Q18926999;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005880;1987;1987;0;0
https://adamlink.nl/geo/street/aakhof/5286;Aakhof;http://www.wikidata.org/entity/Q18927042;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300001974581;2007;2007;0;0
https://adamlink.nl/geo/street/aakpad/5287;Aakpad;http://www.wikidata.org/entity/Q18927043;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300001974580;2009;2009;0;0
https://adamlink.nl/geo/street/aakstraat/7;Aakstraat;http://www.wikidata.org/entity/Q18927059;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002622;1965;1965;0;0
https://adamlink.nl/geo/street/aalbersestraat/8;Aalbersestraat;http://www.wikidata.org/entity/Q18927144;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002623;1953;1953;0;0
https://adamlink.nl/geo/street/aalsmeerdergang/6709;Aalsmeerdergang;;;1625;1876;1909;1943
https://adamlink.nl/geo/street/aalsmeerhof/8877;Aalsmeerhof;http://www.wikidata.org/entity/Q116372957;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000282;0;0;0;0
https://adamlink.nl/geo/street/aalsmeerplein/9;Aalsmeerplein;Q13427667;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002624;1933;1933;0;0
https://adamlink.nl/geo/street/aalsmeerweg/10;Aalsmeerweg;http://www.wikidata.org/entity/Q16068679;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002625;1927;1927;0;0
https://adamlink.nl/geo/street/aambeeldstraat/11;Aambeeldstraat;http://www.wikidata.org/entity/Q18927441;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002626;1948;1948;0;0
https://adamlink.nl/geo/street/aandewind/12;Aandewind;http://www.wikidata.org/entity/Q18927680;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001550;1989;1989;0;0
https://adamlink.nl/geo/street/aansprekersgang/7633;Aansprekersgang;;;0;0;0;0
https://adamlink.nl/geo/street/aardbeistraat/13;Aardbeistraat;http://www.wikidata.org/entity/Q18927782;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002627;1951;1951;0;0
https://adamlink.nl/geo/street/aardbeziengang/7808;Aardbeziëngang;;;1876;1876;0;0
https://adamlink.nl/geo/street/aaron-coplandstraat/14;"Aaron Coplandstraat";http://www.wikidata.org/entity/Q18927888;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000880;2002;2002;0;0
https://adamlink.nl/geo/street/aaron-douglasstraat/9385;"Aaron Douglasstraat";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300012500518;2022;2022;0;0
https://adamlink.nl/geo/street/aarschotpad/15;Aarschotpad;Q116558510;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001170;1991;1991;0;0
https://adamlink.nl/geo/street/aart-kleinhof/16;"Aart Kleinhof";http://www.wikidata.org/entity/Q18927906;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002388;2006;2006;0;0
https://adamlink.nl/geo/street/aart-van-der-leeuwstraat/17;"Aart van der Leeuwstraat";http://www.wikidata.org/entity/Q18927972;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002628;1953;1953;0;0
https://adamlink.nl/geo/street/aart-van-der-leeuwstraat/8878;"Aart van der Leeuwstraat";http://www.wikidata.org/entity/Q18927984;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000114;1958;1958;0;0
https://adamlink.nl/geo/street/aartje-de-voseiland/8879;"Aartje de Voseiland";http://www.wikidata.org/entity/Q18927996;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000232;2012;2012;0;0
https://adamlink.nl/geo/street/abbenesstraat/18;Abbenesstraat;http://www.wikidata.org/entity/Q18928113;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002629;1934;1934;0;0
https://adamlink.nl/geo/street/abberdaan/19;Abberdaan;http://www.wikidata.org/entity/Q18928116;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001668;1972;1972;0;0
https://adamlink.nl/geo/street/abcoudepad/8880;Abcoudepad;http://www.wikidata.org/entity/Q116372947;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000272;2019;2019;0;0
https://adamlink.nl/geo/street/abcouderpad/21;Abcouderpad;Q96608085;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001822;1981;1981;0;0
https://adamlink.nl/geo/street/abcouderstraatweg/22;Abcouderstraatweg;http://www.wikidata.org/entity/Q18928145;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002630;1982;1982;0;0
https://adamlink.nl/geo/street/abe-lenstralaan/23;"Abe Lenstralaan";http://www.wikidata.org/entity/Q18928347;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000958;2002;2002;0;0
https://adamlink.nl/geo/street/abe-lenstrastraat/8881;"Abe Lenstrastraat";http://www.wikidata.org/entity/Q18928362;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000240;2017;2017;0;0
https://adamlink.nl/geo/street/abebe-bikilalaan/24;"Abebe Bikilalaan";http://www.wikidata.org/entity/Q18928372;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001388;1994;1994;0;0
https://adamlink.nl/geo/street/abidjanweg/6362;Abidjanweg;Q116558485;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000924;2002;2002;0;0
https://adamlink.nl/geo/street/abraham-de-haanstraat/25;"Abraham de Haanstraat";http://www.wikidata.org/entity/Q18928787;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001247;1990;1990;0;0
https://adamlink.nl/geo/street/abraham-kuyperlaan/9194;"Abraham Kuyperlaan";http://www.wikidata.org/entity/Q2561378;;1953;1953;1996;1996
https://adamlink.nl/geo/street/abraham-kuyperplein/27;"Abraham Kuyperplein";http://www.wikidata.org/entity/Q18928822;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000941;2002;2002;0;0
https://adamlink.nl/geo/street/abraham-kuyperlaan/26;"Abraham Kuyperstraat";http://www.wikidata.org/entity/Q18928830;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002328;1953;1953;0;0
https://adamlink.nl/geo/street/abraham-staalmanplein/28;"Abraham Staalmanplein";http://www.wikidata.org/entity/Q2565957;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002631;1957;1957;0;0
https://adamlink.nl/geo/street/abraham-van-der-hartstraat/29;"Abraham van der Hartstraat";http://www.wikidata.org/entity/Q18928873;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002632;1955;1955;0;0
https://adamlink.nl/geo/street/abrahamsofferandesgang/7634;Abrahams-Offerandesgang;;;0;0;0;0
https://adamlink.nl/geo/street/abram-dudok-van-heelstraat/30;"Abram Dudok van Heelstraat";http://www.wikidata.org/entity/Q18928891;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005906;1954;1956;0;0
https://adamlink.nl/geo/street/abrikozenstraat/31;Abrikozenstraat;http://www.wikidata.org/entity/Q18928915;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002633;1951;1951;0;0
https://adamlink.nl/geo/street/abtswoudepad/6364;Abtswoudepad;Q116558651;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001945;1959;1959;0;0
https://adamlink.nl/geo/street/accason/5288;Accason;http://www.wikidata.org/entity/Q18929456;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001072;2001;2001;0;0
https://adamlink.nl/geo/street/accraweg/32;Accraweg;http://www.wikidata.org/entity/Q18929495;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001076;2001;2001;0;0
https://adamlink.nl/geo/street/accumulatorweg/33;Accumulatorweg;http://www.wikidata.org/entity/Q18929502;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005532;1977;1977;0;0
https://adamlink.nl/geo/street/achillesstraat/34;Achillesstraat;http://www.wikidata.org/entity/Q18929555;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002634;1922;1922;0;0
https://adamlink.nl/geo/street/achter-t-vosje/8882;"Achter 't Vosje";http://www.wikidata.org/entity/Q18930760;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000199;1700;1700;0;0
https://adamlink.nl/geo/street/achter-batavierstraat/6044;"Achter Batavierstraat";;;0;0;0;0
https://adamlink.nl/geo/street/achter-oosteinde/35;"Achter Oosteinde";http://www.wikidata.org/entity/Q18930628;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002635;1881;1881;0;0
https://adamlink.nl/geo/street/achterdek/36;Achterdek;Q116558593;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001781;1975;1975;0;0
https://adamlink.nl/geo/street/achtergouwtje-zunderdorp/37;Achtergouwtje;http://www.wikidata.org/entity/Q18931038;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002636;1957;1957;0;0
https://adamlink.nl/geo/street/achtergracht/38;Achtergracht;http://www.wikidata.org/entity/Q2059752;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002637;1662;1662;0;0
https://adamlink.nl/geo/street/achtergracht/8883;Achtergracht;http://www.wikidata.org/entity/Q18931039;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000001;1680;1680;0;0
https://adamlink.nl/geo/street/achterherengracht/8884;Achterherengracht;http://www.wikidata.org/entity/Q18931049;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000002;1796;1796;0;0
https://adamlink.nl/geo/street/achterhoekstraat/5795;Achterhoekstraat;;;0;0;0;0
https://adamlink.nl/geo/street/achterlaan-zunderdorp/39;Achterlaan;http://www.wikidata.org/entity/Q18931087;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002638;1957;1957;0;0
https://adamlink.nl/geo/street/achterom/8885;Achterom;http://www.wikidata.org/entity/Q116372876;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000003;0;0;0;0
https://adamlink.nl/geo/street/achteromdwarsstraat/8886;Achteromdwarsstraat;http://www.wikidata.org/entity/Q18931163;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000004;1750;1750;0;0
https://adamlink.nl/geo/street/achteromstraat/8887;Achteromstraat;http://www.wikidata.org/entity/Q18931168;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000005;1625;1625;0;0
https://adamlink.nl/geo/street/achterste-vinkenbuurt/5716;"Achterste Vinkenbuurt";;;0;0;1900;1908
https://adamlink.nl/geo/street/achtersteven/40;Achtersteven;http://www.wikidata.org/entity/Q18931231;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005366;1975;1975;0;0
https://adamlink.nl/geo/street/achterweg/5717;Achterweg;;;1874;1874;1935;1935
https://adamlink.nl/geo/street/achtkantenstovengang/41;Achtkantenstovengang;;;1625;1876;1963;1974
https://adamlink.nl/geo/street/ad-windighof/42;"Ad Windighof";http://www.wikidata.org/entity/Q18931512;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000914;2001;2001;0;0
https://adamlink.nl/geo/street/adam-en-evas-gang/8170;"Adam en Eva'sgang";;;1625;1680;1829;1875
https://adamlink.nl/geo/street/adam-smithplein/43;"Adam Smithplein";http://www.wikidata.org/entity/Q18931531;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001063;2000;2000;0;0
https://adamlink.nl/geo/street/adam-van-germezhof/44;"Adam van Germezhof";http://www.wikidata.org/entity/Q18931534;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002639;1955;1955;0;0
https://adamlink.nl/geo/street/adama-van-scheltemaplein/45;"Adama van Scheltemaplein";http://www.wikidata.org/entity/Q18931546;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002640;1933;1933;0;0
https://adamlink.nl/geo/street/adamello/46;Adamello;http://www.wikidata.org/entity/Q18931555;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001544;1993;1993;0;0
https://adamlink.nl/geo/street/adelaarsweg/47;Adelaarsweg;http://www.wikidata.org/entity/Q18931611;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002641;1923;1923;0;0
https://adamlink.nl/geo/street/adele-opzoomerstraat/48;"Adèle Opzoomerstraat";http://www.wikidata.org/entity/Q18931649;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002642;1953;1953;0;0
https://adamlink.nl/geo/street/adingerdorphof/50;Adingerdorphof;http://www.wikidata.org/entity/Q18931691;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002643;1961;1961;0;0
https://adamlink.nl/geo/street/admterrein/5983;ADM-terrein;;;0;0;0;0
https://adamlink.nl/geo/street/admiraal-de-ruijterweg/51;"Admiraal De Ruijterweg";http://www.wikidata.org/entity/Q2414149;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002644;1909;1909;0;0
https://adamlink.nl/geo/street/admiraal-helfrichstraat/52;"Admiraal Helfrichstraat";http://www.wikidata.org/entity/Q18931747;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002645;1963;1963;0;0
https://adamlink.nl/geo/street/admiralengracht/53;Admiralengracht;http://www.wikidata.org/entity/Q18931780;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002646;1924;1924;0;0
https://adamlink.nl/geo/street/admiraliteitsgang/7810;Admiraliteitsgang;;;1876;1876;0;0
https://adamlink.nl/geo/street/admiraliteitstraat/54;Admiraliteitstraat;http://www.wikidata.org/entity/Q18931786;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001546;1989;1989;0;0
https://adamlink.nl/geo/street/adolf-van-nassaustraat/55;"Adolf van Nassaustraat";http://www.wikidata.org/entity/Q18931791;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002647;1933;1933;0;0
https://adamlink.nl/geo/street/adolphine-eduardine-kokplantsoen/56;"Adolphine Eduardine Kokplantsoen";http://www.wikidata.org/entity/Q18931803;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001216;1996;1996;0;0
https://adamlink.nl/geo/street/adriaan-ditvoorsthof/57;"Adriaan Ditvoorsthof";http://www.wikidata.org/entity/Q18931837;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000913;2001;2001;0;0
https://adamlink.nl/geo/street/adriaan-dorsmanstraat/58;"Adriaan Dorsmanstraat";http://www.wikidata.org/entity/Q18931838;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002648;1955;1955;0;0
https://adamlink.nl/geo/street/adriaan-kluitstraat/59;"Adriaan Kluitstraat";http://www.wikidata.org/entity/Q18931852;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002649;1955;1955;0;0
https://adamlink.nl/geo/street/adriaan-loosjesstraat/60;"Adriaan Loosjesstraat";http://www.wikidata.org/entity/Q18931862;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002650;1958;1958;0;0
https://adamlink.nl/geo/street/adriaan-van-bergenstraat/61;"Adriaan van Bergenstraat";http://www.wikidata.org/entity/Q18931915;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002651;1933;1933;0;0
https://adamlink.nl/geo/street/adriaan-van-der-horststraat/62;"Adriaan van der Horststraat";http://www.wikidata.org/entity/Q18931920;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002652;1956;1956;0;0
https://adamlink.nl/geo/street/adriaan-van-oordthof/63;"Adriaan van Oordthof";http://www.wikidata.org/entity/Q18931925;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002653;1956;1956;0;0
https://adamlink.nl/geo/street/adriaan-van-swietenhof/64;"Adriaan van Swietenhof";http://www.wikidata.org/entity/Q18931946;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002654;1955;1955;0;0
https://adamlink.nl/geo/street/adriana-haanenstraat/6367;"Adriana Haanenstraat";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951408;0;0;0;0
https://adamlink.nl/geo/street/adrianus-van-waertweg/65;"Adrianus van Waertweg";http://www.wikidata.org/entity/Q18932058;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001245;1990;1990;0;0
https://adamlink.nl/geo/street/adrichemstraat/66;Adrichemstraat;http://www.wikidata.org/entity/Q18932067;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005533;1978;1978;0;0
https://adamlink.nl/geo/street/adrienne-solserhof/6368;"Adriënne Solserhof";Q116558810;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005964;2015;2015;0;0
https://adamlink.nl/geo/street/aert-van-nesstraat/67;"Aert van Nesstraat";http://www.wikidata.org/entity/Q15979311;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002655;1915;1915;0;0
https://adamlink.nl/geo/street/aertjanssenstraat/8888;Aertjanssenstraat;http://www.wikidata.org/entity/Q18932210;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000006;1963;1963;0;0
https://adamlink.nl/geo/street/aetsveldselaan/8889;Aetsveldselaan;http://www.wikidata.org/entity/Q18932223;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000007;1950;1950;0;0
https://adamlink.nl/geo/street/aetsveldseweg/8890;Aetsveldseweg;http://www.wikidata.org/entity/Q18932225;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000008;1925;1925;0;0
https://adamlink.nl/geo/street/afrikanerplein/71;Afrikanerplein;http://www.wikidata.org/entity/Q18932252;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002656;1923;1923;0;0
https://adamlink.nl/geo/street/afroditekade/72;Afroditekade;http://www.wikidata.org/entity/Q18932260;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000997;2001;2001;0;0
https://adamlink.nl/geo/street/agadirweg/9258;Agadirweg;;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011952033;2019;2019;0;0
https://adamlink.nl/geo/street/agamemnonstraat/73;Agamemnonstraat;http://www.wikidata.org/entity/Q18932320;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002657;1929;1929;0;0
https://adamlink.nl/geo/street/agatha-christiesingel/74;"Agatha Christiesingel";http://www.wikidata.org/entity/Q18932327;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005669;1982;1982;0;0
https://adamlink.nl/geo/street/agatha-dekenstraat/75;"Agatha Dekenstraat";http://www.wikidata.org/entity/Q18932329;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002658;1904;1904;0;0
https://adamlink.nl/geo/street/agibastraat/9442;Agibastraat;;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300012500588;2022;2022;0;0
https://adamlink.nl/geo/street/akbarstraat/78;Akbarstraat;http://www.wikidata.org/entity/Q18933177;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002659;1939;1939;0;0
https://adamlink.nl/geo/street/akerpolderstraat/80;Akerpolderstraat;http://www.wikidata.org/entity/Q18933396;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002660;1929;1929;0;0
https://adamlink.nl/geo/street/akersingel/81;Akersingel;http://www.wikidata.org/entity/Q2952499;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001482;1988;1988;0;0
https://adamlink.nl/geo/street/akersluis/82;Akersluis;http://www.wikidata.org/entity/Q18933400;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002661;1964;1964;0;0
https://adamlink.nl/geo/street/akerwateringstraat/84;Akerwateringstraat;http://www.wikidata.org/entity/Q18933443;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002662;1963;1963;0;0
https://adamlink.nl/geo/street/akerweg/6339;Akerweg;;;0;0;0;0
https://adamlink.nl/geo/street/akkerdistelstraat/6370;Akkerdistelstraat;;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951213;2016;2016;0;0
https://adamlink.nl/geo/street/akkerstraat/85;Akkerstraat;http://www.wikidata.org/entity/Q18933736;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002663;1924;1924;0;0
https://adamlink.nl/geo/street/akkerwindeweg/86;Akkerwindeweg;http://www.wikidata.org/entity/Q18934217;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002664;1933;1933;0;0
https://adamlink.nl/geo/street/akoleienstraat/87;Akoleienstraat;http://www.wikidata.org/entity/Q18934226;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002665;1616;1616;0;0
https://adamlink.nl/geo/street/alan-turingplein/9200;"Alan Turingplein";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951520;2017;2017;0;0
https://adamlink.nl/geo/street/albardagracht/88;Albardagracht;http://www.wikidata.org/entity/Q2636122;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002666;1957;1957;0;0
https://adamlink.nl/geo/street/albardakade/89;Albardakade;http://www.wikidata.org/entity/Q2627678;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000920;2001;2001;0;0
